ResponseId,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,WorkExp,Industry,ConvertedCompYearly
17831,I am a developer by profession,25-34 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,2,"Developer, full-stack",20 to 99 employees,Norway,2,Software Development,65514
17833,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,5,"Developer, back-end",2 to 9 employees,United States of America,5,Healthcare,15000
17835,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,4,"Developer, back-end",500 to 999 employees,Ukraine,4,Software Development,46000
17836,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,9,5,"Developer, full-stack",100 to 499 employees,Spain,5,Software Development,35444
17837,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,23,"Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,United States of America,23,Software Development,190000
17839,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,4,"Developer, full-stack",10 to 19 employees,United States of America,4,Retail and Consumer Services,180000
17840,I am a developer by profession,35-44 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,18,"Developer, embedded applications or devices",10 to 19 employees,Denmark,12,Manufacturing,122402
17842,I am a developer by profession,25-34 years old,In-person,Some college/university study without earning a degree,8,6,Data or business analyst,20 to 99 employees,Brazil,11,Other:,10257
17845,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,10,"Developer, full-stack",100 to 499 employees,United States of America,10,Software Development,150000
17846,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,5,Other (please specify):,10 to 19 employees,Spain,8,Other:,44037
17847,I am a developer by profession,55-64 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28,25,"Developer, back-end","10,000 or more employees",Switzerland,28,Healthcare,144842
17850,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,22,Data engineer,500 to 999 employees,United States of America,25,Software Development,148000
17851,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,15,"Developer, full-stack",20 to 99 employees,Germany,13,Software Development,91295
17856,I am a developer by profession,55-64 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",40,30,"Developer, full-stack",20 to 99 employees,United Kingdom of Great Britain and Northern Ireland,40,Other:,89172
17860,I am a developer by profession,55-64 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,24,"Developer, back-end",100 to 499 employees,United States of America,25,Other:,99000
17862,I am a developer by profession,25-34 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,4,"Developer, back-end",100 to 499 employees,Ukraine,4,Other:,42000
17865,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,9,"Developer, front-end",10 to 19 employees,Ukraine,9,Media & Advertising Services,59241
17868,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,10,"Developer, mobile",10 to 19 employees,United States of America,10,Software Development,114000
17870,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,11,"Developer, game or graphics","10,000 or more employees",Canada,11,Other:,79962
17873,I am a developer by profession,45-54 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",39,25,"Developer, desktop or enterprise applications","10,000 or more employees",Italy,25,"Internet, Telecomm or Information Services",141776
17875,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,2,"Developer, full-stack",100 to 499 employees,United States of America,2,Software Development,90000
17881,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,15,"Developer, full-stack",10 to 19 employees,Canada,15,Software Development,138117
17882,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,15,"Developer, embedded applications or devices","10,000 or more employees",United States of America,15,Other:,110000
17884,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,4,2,Blockchain,10 to 19 employees,Ukraine,4,Media & Advertising Services,889
17885,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,15,"Developer, full-stack",100 to 499 employees,United States of America,25,Banking/Financial Services,62000
17887,I am a developer by profession,18-24 years old,In-person,Primary/elementary school,7,Less than 1 year,"Developer, back-end","10,000 or more employees",Russian Federation,1,Software Development,33165
17893,I am a developer by profession,35-44 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,6,Developer Experience,100 to 499 employees,United States of America,6,Higher Education,83081
17897,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,3,"Developer, back-end",100 to 499 employees,Ukraine,3,Media & Advertising Services,741
17901,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,9,"Developer, back-end",500 to 999 employees,Norway,9,Fintech,88912
17906,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,7,"Developer, back-end",10 to 19 employees,Colombia,7,Software Development,35
17909,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,5,"Developer, back-end",20 to 99 employees,Israel,5,"Internet, Telecomm or Information Services",102540
17911,I am a developer by profession,18-24 years old,Remote,Some college/university study without earning a degree,6,5,"Developer, full-stack","10,000 or more employees",Hungary,5,"Internet, Telecomm or Information Services",28697
17913,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,15,Engineering manager,20 to 99 employees,Israel,15,Software Development,161905
17914,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,9,Data engineer,"10,000 or more employees",United States of America,9,Retail and Consumer Services,250000
17915,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,8,"Developer, back-end","10,000 or more employees",United States of America,8,Retail and Consumer Services,250000
17921,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,9,"Developer, full-stack",500 to 999 employees,Ukraine,20,Healthcare,39494
17923,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,20,"Developer, back-end","1,000 to 4,999 employees",Australia,20,Other:,134775
17925,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,4,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",United States of America,6,Software Development,91000
17926,I am a developer by profession,65 years or older,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",More than 50 years,46,"Developer, back-end",20 to 99 employees,United States of America,50,"Internet, Telecomm or Information Services",168000
17927,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,5,"Developer, back-end",10 to 19 employees,Ukraine,5,NA,23000
17929,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,18,12,"Developer, full-stack",2 to 9 employees,Germany,12,Software Development,64444
17930,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,8,"Developer, full-stack","10,000 or more employees",Brazil,7,Software Development,38043
17933,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,1,"Developer, full-stack","10,000 or more employees",United States of America,1,Fintech,85000
17935,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,3,Data or business analyst,100 to 499 employees,Ukraine,4,Software Development,32089
17937,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,11,8,"Developer, full-stack",100 to 499 employees,United States of America,8,"Transportation, or Supply Chain",56000
17939,I am a developer by profession,45-54 years old,Remote,Some college/university study without earning a degree,32,27,"Developer, desktop or enterprise applications",2 to 9 employees,United States of America,27,Healthcare,100000
17940,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,3,"Developer, back-end",100 to 499 employees,Greece,3,Software Development,43828
17941,I am a developer by profession,45-54 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,22,"Developer, back-end",100 to 499 employees,France,26,Healthcare,49407
17943,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,4,"Developer, back-end",20 to 99 employees,Turkey,5,Software Development,18548
17945,I am a developer by profession,45-54 years old,Remote,Some college/university study without earning a degree,42,32,"Developer, full-stack",10 to 19 employees,Italy,32,Media & Advertising Services,161109
17949,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",44,34,Data engineer,100 to 499 employees,United States of America,34,Healthcare,250000
17951,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,12,Developer Advocate,100 to 499 employees,United States of America,12,Software Development,300000
17954,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,10,Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,7,Fintech,155000
17956,I am a developer by profession,45-54 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,25,"Developer, full-stack","5,000 to 9,999 employees",United States of America,38,Retail and Consumer Services,128000
17959,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20,10,Research & Development role,"1,000 to 4,999 employees",United States of America,10,Government,150000
17960,I am a developer by profession,35-44 years old,Remote,Some college/university study without earning a degree,19,12,"Developer, full-stack","1,000 to 4,999 employees",United States of America,12,Retail and Consumer Services,194350
17961,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,3,"Developer, full-stack",20 to 99 employees,Australia,15,Software Development,52853
17965,I am a developer by profession,18-24 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,Less than 1 year,"Developer, full-stack",2 to 9 employees,Germany,1,Other:,45111
17967,I am a developer by profession,45-54 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",32,28,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Norway,28,Software Development,205900
17968,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,4,"Developer, full-stack",100 to 499 employees,Mexico,4,NA,8625
17970,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,1,Cloud infrastructure engineer,"10,000 or more employees",Mexico,3,Software Development,3235
17973,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,5,"Developer, AI",10 to 19 employees,France,3,Software Development,45111
17976,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,12,"Developer, full-stack",2 to 9 employees,Switzerland,15,Software Development,111417
17977,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,6,Hardware Engineer,"10,000 or more employees",United States of America,3,Computer Systems Design and Services,114000
17979,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24,13,"Engineer, site reliability",500 to 999 employees,United States of America,24,Fintech,270000
17980,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11,11,"Developer, back-end",20 to 99 employees,United States of America,11,"Internet, Telecomm or Information Services",130000
17982,I am a developer by profession,Under 18 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,Less than 1 year,"Developer, embedded applications or devices",2 to 9 employees,United States of America,1,Other:,3000
17983,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Something else,12,10,"Developer, full-stack",2 to 9 employees,Australia,15,Software Development,132132
17986,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,7,"Developer, QA or test","1,000 to 4,999 employees",United States of America,7,Software Development,159500
17987,I am a developer by profession,18-24 years old,In-person,Some college/university study without earning a degree,7,6,"Developer, desktop or enterprise applications",100 to 499 employees,Australia,7,Manufacturing,79279
17988,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,12,4,"Developer, full-stack",2 to 9 employees,Germany,14,Software Development,64444
17990,I am a developer by profession,35-44 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22,10,"Developer, full-stack","10,000 or more employees",Canada,15,Retail and Consumer Services,71239
17993,I am a developer by profession,18-24 years old,In-person,Some college/university study without earning a degree,5,1,"Engineer, site reliability","5,000 to 9,999 employees",United States of America,1,Higher Education,30000
17995,I am a developer by profession,55-64 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36,30,"Developer, full-stack","10,000 or more employees",United States of America,36,Other:,185000
17998,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,7,Hardware Engineer,2 to 9 employees,Australia,15,Manufacturing,46246
18000,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,11,"Developer, back-end",20 to 99 employees,Taiwan,15,"Internet, Telecomm or Information Services",21619
18001,I am a developer by profession,65 years or older,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",More than 50 years,42,"Senior Executive (C-Suite, VP, etc.)",100 to 499 employees,Australia,42,Software Development,198198
18002,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,10,"Developer, full-stack",20 to 99 employees,Australia,10,Software Development,109
18003,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,4,"Developer, QA or test","5,000 to 9,999 employees",Uruguay,4,Software Development,45029
18005,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,13,"Developer, embedded applications or devices","10,000 or more employees",United States of America,13,Other:,175000
18007,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10,7,"Developer, back-end",100 to 499 employees,Italy,7,Software Development,53703
18009,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,15,15,"Developer, full-stack",20 to 99 employees,New Zealand,15,Computer Systems Design and Services,110622
18010,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,9,7,"Developer, mobile",100 to 499 employees,Germany,7,Media & Advertising Services,90221
18012,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,18,"Developer, full-stack",100 to 499 employees,United States of America,18,Software Development,108500
18017,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,12,"Developer, full-stack",20 to 99 employees,Brazil,10,Computer Systems Design and Services,33568
18018,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,6,Data or business analyst,I don’t know,Brazil,6,"Transportation, or Supply Chain",36365
18021,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,2,"Developer, full-stack","5,000 to 9,999 employees",United States of America,2,Software Development,90000
18025,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,9,"Developer, back-end",10 to 19 employees,Australia,9,Software Development,151952
18031,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,19,"Developer, back-end",100 to 499 employees,Canada,19,Retail and Consumer Services,79962
18033,I am a developer by profession,45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,28,Data engineer,"1,000 to 4,999 employees",New Zealand,28,Other:,168000
18034,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,7,"Developer, full-stack","10,000 or more employees",Australia,7,Retail and Consumer Services,145345
18035,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,19,18,"Developer, full-stack","1,000 to 4,999 employees",United States of America,18,Healthcare,170000
18037,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,9,"Developer, front-end",10 to 19 employees,United States of America,7,Government,152000
18038,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,5,"Developer, full-stack",100 to 499 employees,Viet Nam,5,Higher Education,25058
18039,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,"Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,Canada,25,Fintech,1200000
18043,I am a developer by profession,45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33,27,"Developer, back-end",20 to 99 employees,Australia,28,Healthcare,132132
18045,I am a developer by profession,45-54 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,10,Engineering manager,100 to 499 employees,Australia,15,Software Development,109009
18046,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"Developer, back-end","10,000 or more employees",Indonesia,3,Banking/Financial Services,8402
18047,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)",Some college/university study without earning a degree,16,10,"Senior Executive (C-Suite, VP, etc.)",10 to 19 employees,United States of America,10,Other:,875000
18050,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,10,Data scientist or machine learning specialist,"5,000 to 9,999 employees",Brazil,15,Government,39722
18051,I am a developer by profession,45-54 years old,Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",38,33,"Developer, full-stack",I don’t know,United States of America,33,Government,185000
18052,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,Cloud infrastructure engineer,"10,000 or more employees",Malaysia,6,"Internet, Telecomm or Information Services",23308
18058,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,3,"Developer, QA or test","10,000 or more employees",China,3,"Internet, Telecomm or Information Services",63997
18060,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,10,"Developer, back-end",100 to 499 employees,Canada,10,Software Development,75601
18061,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,4,"Developer, mobile","1,000 to 4,999 employees",Singapore,4,Software Development,103482
18062,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Developer, full-stack",20 to 99 employees,Philippines,5,Software Development,18588
18065,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,14,12,Cloud infrastructure engineer,2 to 9 employees,Philippines,12,Fintech,254425
18068,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,6,"Developer, embedded applications or devices","5,000 to 9,999 employees",Canada,6,"Internet, Telecomm or Information Services",87231
18069,I am a developer by profession,25-34 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Developer, mobile","10,000 or more employees",China,5,Media & Advertising Services,82785
18070,I am a developer by profession,18-24 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,5,"Developer, full-stack",10 to 19 employees,Nicaragua,5,Healthcare,20000
18074,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,6,"Developer, full-stack",2 to 9 employees,Thailand,6,Software Development,8174
18075,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,10,Research & Development role,"10,000 or more employees",Italy,10,Computer Systems Design and Services,85925
18078,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,6,"Developer, back-end","1,000 to 4,999 employees",United Arab Emirates,6,Software Development,5990
18082,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,5,"Developer, full-stack",20 to 99 employees,Nepal,5,Other:,37348
18083,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,9,"Developer, desktop or enterprise applications","1,000 to 4,999 employees",New Zealand,10,Software Development,172078
18084,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,17,"Developer, back-end",100 to 499 employees,Denmark,17,Manufacturing,93601
18088,I am a developer by profession,35-44 years old,In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,5,"Developer, back-end",20 to 99 employees,United States of America,6,Software Development,185000
18089,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,10,"Developer, full-stack","10,000 or more employees",Singapore,10,"Transportation, or Supply Chain",73915
18091,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,14,"Developer, full-stack","10,000 or more employees",India,14,Fintech,46658
18092,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,5,"Developer, QA or test",20 to 99 employees,Ukraine,5,Software Development,66943
18093,I am a developer by profession,25-34 years old,Remote,Some college/university study without earning a degree,11,9,"Developer, back-end",10 to 19 employees,Russian Federation,10,Software Development,69916
18095,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,3,"Developer, back-end",100 to 499 employees,United Arab Emirates,3,Other:,16336
18098,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",28,14,"Developer, full-stack",500 to 999 employees,Australia,28,Software Development,83904
18099,I am a developer by profession,18-24 years old,In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,3,"Developer, mobile",100 to 499 employees,India,3,Software Development,53836
18101,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,16,"Developer, back-end","1,000 to 4,999 employees",United States of America,16,Banking/Financial Services,200000
18105,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,5,"Developer, full-stack",100 to 499 employees,Bangladesh,5,Software Development,8073
18108,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,1,"Developer, back-end",100 to 499 employees,Indonesia,1,Software Development,4907
18109,I am a developer by profession,35-44 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,12,"Developer, back-end",100 to 499 employees,Philippines,13,Fintech,44256
18110,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,5,"Developer, back-end",20 to 99 employees,India,5,Software Development,26320
18112,I am a developer by profession,25-34 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7,Cloud infrastructure engineer,"10,000 or more employees",Czech Republic,7,NA,102072
18114,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,18,"Developer, full-stack",20 to 99 employees,Switzerland,20,Other:,83563
18115,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,1,"Developer, full-stack","1,000 to 4,999 employees",Australia,2,Government,54121
18117,I am a developer by profession,18-24 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,3,Data scientist or machine learning specialist,20 to 99 employees,Pakistan,3,Software Development,8614
18120,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,Less than 1 year,"Developer, full-stack",100 to 499 employees,Ukraine,1,Fintech,988
18121,I am a developer by profession,45-54 years old,Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23,22,Database administrator,2 to 9 employees,Brazil,23,Software Development,4662
18128,I am a developer by profession,25-34 years old,In-person,Something else,2,Less than 1 year,"Developer, mobile",20 to 99 employees,Switzerland,4,Software Development,27854
18130,I am a developer by profession,35-44 years old,"Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,16,"Developer, full-stack","1,000 to 4,999 employees",Switzerland,16,Insurance,155984
18138,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,9,"Developer, mobile",100 to 499 employees,Germany,9,Software Development,66592
18144,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,6,Security professional,"5,000 to 9,999 employees",United States of America,6,Other:,145000
18145,I am a developer by profession,25-34 years old,Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Developer, back-end",10 to 19 employees,India,6,Software Development,50247
18149,I am a developer by profession,35-44 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,16,"Developer, back-end","5,000 to 9,999 employees",Portugal,16,"Internet, Telecomm or Information Services",193331
18151,I am a developer by profession,25-34 years old,Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,5,"Developer, back-end",20 to 99 employees,Ukraine,7,Software Development,30000
